Topics,Alpha,Beta,Coherence
6,0.51,0.21000000000000002,0.3795406313132343
6,0.51,0.31000000000000005,0.3896792907883766
6,0.51,0.41000000000000003,0.38222878449135544
6,0.51,0.51,0.37826361743779846
6,0.51,0.6100000000000001,0.38574641549119787
6,0.51,0.7100000000000001,0.3561749612518743
6,0.51,0.81,0.362227534606082
6,0.51,0.91,0.37709765457172323
6,0.51,symmetric,0.38637483533572353
6,0.6100000000000001,0.01,0.3685764165135888
6,0.6100000000000001,0.11,0.33103748533215077
6,0.6100000000000001,0.21000000000000002,0.3774536722422106
6,0.6100000000000001,0.31000000000000005,0.3814888560597371
6,0.6100000000000001,0.41000000000000003,0.3873464991858137
6,0.6100000000000001,0.51,0.3892142284568009
6,0.6100000000000001,0.6100000000000001,0.37434104859533335
6,0.6100000000000001,0.7100000000000001,0.36539859364461896
6,0.6100000000000001,0.81,0.35278290219350356
6,0.6100000000000001,0.91,0.3655849205211817
6,0.6100000000000001,symmetric,0.36512464984483756
6,0.7100000000000001,0.01,0.36298090704689173
6,0.7100000000000001,0.11,0.3213422003734118
6,0.7100000000000001,0.21000000000000002,0.341272318311925
6,0.7100000000000001,0.31000000000000005,0.3675599740924427
6,0.7100000000000001,0.41000000000000003,0.3886218819515199
6,0.7100000000000001,0.51,0.3975574634067016
6,0.7100000000000001,0.6100000000000001,0.3775574167546229
6,0.7100000000000001,0.7100000000000001,0.3604161762784716
6,0.7100000000000001,0.81,0.35372015209680324
6,0.7100000000000001,0.91,0.3521964017839958
6,0.7100000000000001,symmetric,0.33753241880593293
6,0.81,0.01,0.352403347865444
6,0.81,0.11,0.34676578952312215
6,0.81,0.21000000000000002,0.33834873226727086
6,0.81,0.31000000000000005,0.353098422304926
6,0.81,0.41000000000000003,0.3731703524158847
6,0.81,0.51,0.38620527518289754
6,0.81,0.6100000000000001,0.3782613993219243
6,0.81,0.7100000000000001,0.36824252733798213
6,0.81,0.81,0.35872241894779816
6,0.81,0.91,0.3521077203615289
6,0.81,symmetric,0.34277940268458207
6,0.91,0.01,0.3693791933755886
6,0.91,0.11,0.3263938632223695
6,0.91,0.21000000000000002,0.3324491577413904
6,0.91,0.31000000000000005,0.341807122238498
6,0.91,0.41000000000000003,0.34288170459399464
6,0.91,0.51,0.3702583197818714
6,0.91,0.6100000000000001,0.37126773645458716
6,0.91,0.7100000000000001,0.36327474432280993
6,0.91,0.81,0.35909654324543167
6,0.91,0.91,0.36619054189050093
6,0.91,symmetric,0.34680601876860645
6,symmetric,0.01,0.4079262499014174
6,symmetric,0.11,0.36778044852438696
6,symmetric,0.21000000000000002,0.33020762652656005
6,symmetric,0.31000000000000005,0.3584992545816405
6,symmetric,0.41000000000000003,0.3755282385631378
6,symmetric,0.51,0.38216914606042357
6,symmetric,0.6100000000000001,0.38365838153534354
6,symmetric,0.7100000000000001,0.38967146694794
6,symmetric,0.81,0.3915690668779946
6,symmetric,0.91,0.3984951601060296
6,symmetric,symmetric,0.3492381469149062
6,asymmetric,0.01,0.36689017369534577
6,asymmetric,0.11,0.34562413554169363
6,asymmetric,0.21000000000000002,0.3613964573964091
6,asymmetric,0.31000000000000005,0.3304382329904984
6,asymmetric,0.41000000000000003,0.38063352707507825
6,asymmetric,0.51,0.4470538703017017
6,asymmetric,0.6100000000000001,0.4276283562610275
6,asymmetric,0.7100000000000001,0.44891652418551514
6,asymmetric,0.81,0.46120674034877096
6,asymmetric,0.91,0.4464381587212958
6,asymmetric,symmetric,0.3576675819113822
7,0.01,0.01,0.34080799940652
7,0.01,0.11,0.3112380067665136
7,0.01,0.21000000000000002,0.3667958718364809
7,0.01,0.31000000000000005,0.384517972517219
7,0.01,0.41000000000000003,0.3885059867892503
7,0.01,0.51,0.39271480788467805
7,0.01,0.6100000000000001,0.4085474660262466
7,0.01,0.7100000000000001,0.38680214838359167
7,0.01,0.81,0.37036457784943844
7,0.01,0.91,0.39681934250216117
7,0.01,symmetric,0.32579939237740524
7,0.11,0.01,0.3651914510809701
7,0.11,0.11,0.3303581484499908
7,0.11,0.21000000000000002,0.3156655345245219
7,0.11,0.31000000000000005,0.3601377091898773
7,0.11,0.41000000000000003,0.3578019456764597
7,0.11,0.51,0.3747325952526738
7,0.11,0.6100000000000001,0.3885725202450207
7,0.11,0.7100000000000001,0.40733916452285485
7,0.11,0.81,0.4233422351970333
7,0.11,0.91,0.3919858794922541
7,0.11,symmetric,0.3301496405497992
7,0.21000000000000002,0.01,0.3677836645653043
7,0.21000000000000002,0.11,0.36670649934968547
7,0.21000000000000002,0.21000000000000002,0.348523637383433
7,0.21000000000000002,0.31000000000000005,0.3770754688729581
7,0.21000000000000002,0.41000000000000003,0.3793153347681396
7,0.21000000000000002,0.51,0.37012126370136944
7,0.21000000000000002,0.6100000000000001,0.38251224346406143
7,0.21000000000000002,0.7100000000000001,0.3824928159881817
7,0.21000000000000002,0.81,0.395504457094316
7,0.21000000000000002,0.91,0.3713762948278543
7,0.21000000000000002,symmetric,0.3566457909122748
7,0.31000000000000005,0.01,0.3643772781229821
7,0.31000000000000005,0.11,0.40563307122006514
7,0.31000000000000005,0.21000000000000002,0.37383281344703495
7,0.31000000000000005,0.31000000000000005,0.3904949555961985
7,0.31000000000000005,0.41000000000000003,0.40001816892270364
7,0.31000000000000005,0.51,0.40265528939627454
7,0.31000000000000005,0.6100000000000001,0.4023815862819808
7,0.31000000000000005,0.7100000000000001,0.3832262830114156
7,0.31000000000000005,0.81,0.39834820001288496
7,0.31000000000000005,0.91,0.4162765489784127
7,0.31000000000000005,symmetric,0.38510692761967086
7,0.41000000000000003,0.01,0.3488749213377271
7,0.41000000000000003,0.11,0.36182200394271524
7,0.41000000000000003,0.21000000000000002,0.3481647840269821
7,0.41000000000000003,0.31000000000000005,0.3520937086947115
7,0.41000000000000003,0.41000000000000003,0.39393549593210253
7,0.41000000000000003,0.51,0.39300681109767854
7,0.41000000000000003,0.6100000000000001,0.40335351300339106
7,0.41000000000000003,0.7100000000000001,0.4039755496238671
7,0.41000000000000003,0.81,0.4162429017672319
7,0.41000000000000003,0.91,0.4391342414131555
7,0.41000000000000003,symmetric,0.37180653256065227
7,0.51,0.01,0.37223023417186446
7,0.51,0.11,0.3642828516755155
7,0.51,0.21000000000000002,0.3574301919581357
7,0.51,0.31000000000000005,0.37411405023963684
7,0.51,0.41000000000000003,0.36487920974522037
